Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
25,3,682.9100000000001,3,3,3,333,Loyal Customers
24,4,725.11,3,3,3,333,Loyal Customers
177,1,455.3,1,1,2,112,Lost Customers
50,4,913.6800000000001,3,3,3,333,Loyal Customers
256,3,478.53000000000003,1,3,2,132,At Risk
47,1,388.58,3,1,2,312,Lost Customers
71,1,199.8,2,1,1,211,Lost Customers
16,5,1771.78,4,4,4,444,Champions
101,5,1406.59,2,4,3,243,At Risk
35,1,324.57,3,1,2,312,Lost Customers
53,1,240.68,2,1,1,211,Lost Customers
27,2,761.74,3,2,3,323,Lost Customers
11,14,6776.56,4,4,4,444,Champions
8,9,1297.8700000000001,4,4,3,443,Loyal Customers
79,1,48.480000000000004,2,1,1,211,Lost Customers
52,1,216.39,2,1,1,211,Lost Customers
36,5,1198.23,3,4,3,343,Loyal Customers
61,9,2920.16,2,4,4,244,At Risk
337,1,104.76,1,1,1,111,Lost Customers
28,4,1093.68,3,3,3,333,Loyal Customers
184,1,298.48,1,1,1,111,Lost Customers
52,1,112.46000000000001,2,1,1,211,Lost Customers
10,11,1570.45,4,4,3,443,Loyal Customers
36,2,195.15,3,2,1,321,Lost Customers
10,23,10399.74,4,4,4,444,Champions
33,4,776.851,3,3,3,333,Loyal Customers
11,1,336.40000000000003,4,1,2,412,Lost Customers
57,3,1553.18,2,3,3,233,At Risk
4,4,1293.03,4,3,3,433,Loyal Customers
43,9,3709.56,3,4,4,344,Loyal Customers
141,1,301.03,2,1,1,211,Lost Customers
117,4,588.13,2,3,2,232,At Risk
104,4,1534.26,2,3,3,233,At Risk
75,2,675.8,2,2,3,223,Lost Customers
5,9,2870.2400000000002,4,4,4,444,Champions
45,2,1186.35,3,2,3,323,Lost Customers
16,8,3285.31,4,4,4,444,Champions
17,1,243.55,4,1,1,411,Lost Customers
90,2,724.76,2,2,3,223,Lost Customers
53,1,223.36,2,1,1,211,Lost Customers
134,1,425.32,2,1,2,212,Lost Customers
4,15,12515.66,4,4,4,444,Champions
105,4,1887.2,2,3,4,234,At Risk
192,3,664.0,1,3,2,132,At Risk
166,4,813.0,1,3,3,133,At Risk
19,1,611.59,3,1,2,312,Lost Customers
158,3,447.64000000000004,1,3,2,132,At Risk
204,2,657.35,1,2,2,122,Lost Customers
336,2,816.0,1,2,3,123,Lost Customers
37,3,646.3,3,3,2,332,Loyal Customers
91,1,337.74,2,1,2,212,Lost Customers
93,2,877.4399999999999,2,2,3,223,Lost Customers
9,2,922.53,4,2,3,423,Lost Customers
243,1,560.67,1,1,2,112,Lost Customers
45,4,748.5,3,3,3,333,Loyal Customers
23,1,30.0,3,1,1,311,Lost Customers
190,5,1024.1000000000001,1,4,3,143,At Risk
44,1,306.45,3,1,2,312,Lost Customers
25,9,1600.86,3,4,3,343,Loyal Customers
317,2,309.8,1,2,2,122,Lost Customers
106,1,138.14,2,1,1,211,Lost Customers
51,1,386.43,3,1,2,312,Lost Customers
168,2,2242.01,1,2,4,124,Lost Customers
40,1,301.32,3,1,1,311,Lost Customers
218,1,76.32000000000001,1,1,1,111,Lost Customers
40,4,684.34,3,3,3,333,Loyal Customers
297,1,173.05,1,1,1,111,Lost Customers
19,7,2657.13,3,4,4,344,Loyal Customers
88,4,2881.02,2,3,4,234,At Risk
73,4,2111.89,2,3,4,234,At Risk
81,3,323.69,2,3,2,232,At Risk
19,3,3435.76,3,3,4,334,Loyal Customers
49,1,657.23,3,1,2,312,Lost Customers
53,1,352.7,2,1,2,212,Lost Customers
24,4,781.28,3,3,3,333,Loyal Customers
9,3,1333.68,4,3,3,433,Loyal Customers
25,5,1426.16,3,4,3,343,Loyal Customers
117,1,193.75,2,1,1,211,Lost Customers
9,9,2993.1,4,4,4,444,Champions
120,2,254.1,2,2,1,221,Lost Customers
4,2,239.76,4,2,1,421,Lost Customers
252,1,136.8,1,1,1,111,Lost Customers
28,1,191.04,3,1,1,311,Lost Customers
1,13,6464.4,4,4,4,444,Champions
267,2,409.98,1,2,2,122,Lost Customers
33,8,2736.46,3,4,4,344,Loyal Customers
18,1,309.65,4,1,2,412,Lost Customers
172,2,696.68,1,2,3,123,Lost Customers
2,4,1542.14,4,3,3,433,Loyal Customers
265,1,211.5,1,1,1,111,Lost Customers
140,4,2293.62,2,3,4,234,At Risk
201,1,143.1,1,1,1,111,Lost Customers
64,4,1060.56,2,3,3,233,At Risk
35,4,945.58,3,3,3,333,Loyal Customers
41,7,3364.2400000000002,3,4,4,344,Loyal Customers
284,1,133.25,1,1,1,111,Lost Customers
9,5,1072.3600000000001,4,4,3,443,Loyal Customers
143,2,356.7,2,2,2,222,Lost Customers
12,2,330.88,4,2,2,422,Lost Customers
146,4,1118.81,1,3,3,133,At Risk
234,1,150.3,1,1,1,111,Lost Customers
33,13,5043.96,3,4,4,344,Loyal Customers
24,1,598.73,3,1,2,312,Lost Customers
12,1,507.08,4,1,2,412,Lost Customers
36,5,2222.56,3,4,4,344,Loyal Customers
365,1,203.1,1,1,1,111,Lost Customers
201,2,218.25,1,2,1,121,Lost Customers
15,1,415.25,4,1,2,412,Lost Customers
17,7,5178.96,4,4,4,444,Champions
213,1,85.0,1,1,1,111,Lost Customers
66,3,1120.88,2,3,3,233,At Risk
212,2,294.12,1,2,1,121,Lost Customers
283,1,162.3,1,1,1,111,Lost Customers
115,2,1339.45,2,2,3,223,Lost Customers
15,8,1205.1200000000001,4,4,3,443,Loyal Customers
19,16,4812.42,3,4,4,344,Loyal Customers
66,1,449.12,2,1,2,212,Lost Customers
49,1,154.88,3,1,1,311,Lost Customers
16,4,784.46,4,3,3,433,Loyal Customers
78,1,34.8,2,1,1,211,Lost Customers
19,4,1094.59,3,3,3,333,Loyal Customers
134,1,196.88,2,1,1,211,Lost Customers
13,3,974.04,4,3,3,433,Loyal Customers
40,1,149.31,3,1,1,311,Lost Customers
235,3,44534.3,1,3,4,134,At Risk
3,8,2465.48,4,4,4,444,Champions
40,7,2637.38,3,4,4,344,Loyal Customers
305,1,79.2,1,1,1,111,Lost Customers
51,3,458.57,3,3,2,332,Loyal Customers
10,6,2364.25,4,4,4,444,Champions
61,4,532.96,2,3,2,232,At Risk
66,2,714.42,2,2,3,223,Lost Customers
25,1,205.25,3,1,1,311,Lost Customers
218,3,253.04,1,3,1,131,At Risk
65,2,583.75,2,2,2,222,Lost Customers
32,2,1086.92,3,2,3,323,Lost Customers
88,6,3279.97,2,4,4,244,At Risk
64,1,315.06,2,1,2,212,Lost Customers
116,3,621.8299999999999,2,3,2,232,At Risk
7,26,56252.72,4,4,4,444,Champions
6,1,635.6800000000001,4,1,2,412,Lost Customers
69,1,270.8,2,1,1,211,Lost Customers
245,1,104.9,1,1,1,111,Lost Customers
133,1,241.62,2,1,1,211,Lost Customers
241,4,1047.11,1,3,3,133,At Risk
184,3,475.28000000000003,1,3,2,132,At Risk
25,3,345.46,3,3,2,332,Loyal Customers
10,3,2614.7400000000002,4,3,4,434,Loyal Customers
11,1,246.3,4,1,1,411,Lost Customers
33,5,2328.9700000000003,3,4,4,344,Loyal Customers
46,3,4932.2,3,3,4,334,Loyal Customers
26,3,948.05,3,3,3,333,Loyal Customers
358,1,351.3,1,1,2,112,Lost Customers
10,1,220.85,4,1,1,411,Lost Customers
44,2,1612.69,3,2,3,323,Lost Customers
15,3,965.61,4,3,3,433,Loyal Customers
150,1,610.01,1,1,2,112,Lost Customers
1,8,2710.56,4,4,4,444,Champions
113,3,2192.4,2,3,4,234,At Risk
76,3,884.14,2,3,3,233,At Risk
107,2,699.08,2,2,3,223,Lost Customers
46,3,1063.95,3,3,3,333,Loyal Customers
51,1,415.82000000000005,3,1,2,312,Lost Customers
1,13,4206.39,4,4,4,444,Champions
23,17,5528.4800000000005,3,4,4,344,Loyal Customers
46,3,784.58,3,3,3,333,Loyal Customers
50,3,903.9,3,3,3,333,Loyal Customers
306,4,3734.9700000000003,1,3,4,134,At Risk
36,5,515.77,3,4,2,342,Loyal Customers
79,4,1391.98,2,3,3,233,At Risk
22,6,2218.62,3,4,4,344,Loyal Customers
107,5,1801.14,2,4,4,244,At Risk
208,2,1303.9099999999999,1,2,3,123,Lost Customers
17,4,1945.33,4,3,4,434,Loyal Customers
64,5,2100.6,2,4,4,244,At Risk
49,4,1905.45,3,3,4,334,Loyal Customers
320,1,206.98,1,1,1,111,Lost Customers
44,2,570.96,3,2,2,322,Lost Customers
3,2,885.47,4,2,3,423,Lost Customers
172,1,532.94,1,1,2,112,Lost Customers
56,3,1654.31,2,3,4,234,At Risk
73,14,1836.0900000000001,2,4,4,244,At Risk
99,2,636.14,2,2,2,222,Lost Customers
38,1,576.0,3,1,2,312,Lost Customers
58,3,801.76,2,3,3,233,At Risk
254,1,836.79,1,1,3,113,Lost Customers
70,4,2231.25,2,3,4,234,At Risk
44,4,954.09,3,3,3,333,Loyal Customers
50,1,137.37,3,1,1,311,Lost Customers
65,1,391.98,2,1,2,212,Lost Customers
11,19,33643.08,4,4,4,444,Champions
33,3,1048.49,3,3,3,333,Loyal Customers
59,2,355.56,2,2,2,222,Lost Customers
73,4,1224.06,2,3,3,233,At Risk
304,1,118.95000000000002,1,1,1,111,Lost Customers
46,1,130.73999999999998,3,1,1,311,Lost Customers
18,8,3711.77,4,4,4,444,Champions
38,2,389.27,3,2,2,322,Lost Customers
19,2,238.85,3,2,1,321,Lost Customers
187,2,160.71,1,2,1,121,Lost Customers
52,1,110.8,2,1,1,211,Lost Customers
4,12,2974.65,4,4,4,444,Champions
137,5,712.24,2,4,3,243,At Risk
4,27,16386.31,4,4,4,444,Champions
19,1,297.0,3,1,1,311,Lost Customers
16,5,1438.85,4,4,3,443,Loyal Customers
41,8,977.21,3,4,3,343,Loyal Customers
12,8,3165.36,4,4,4,444,Champions
8,4,832.88,4,3,3,433,Loyal Customers
26,2,68.84,3,2,1,321,Lost Customers
22,6,1936.3200000000002,3,4,4,344,Loyal Customers
41,3,895.13,3,3,3,333,Loyal Customers
101,1,230.53,2,1,1,211,Lost Customers
5,15,3806.1,4,4,4,444,Champions
277,2,149.64,1,2,1,121,Lost Customers
33,1,354.09000000000003,3,1,2,312,Lost Customers
15,2,360.93,4,2,2,422,Lost Customers
64,7,4405.88,2,4,4,244,At Risk
2,2,493.28,4,2,2,422,Lost Customers
369,1,343.28000000000003,1,1,2,112,Lost Customers
312,5,501.39000000000004,1,4,2,142,At Risk
199,4,514.08,1,3,2,132,At Risk
2,2,396.48,4,2,2,422,Lost Customers
93,1,349.35,2,1,2,212,Lost Customers
60,1,181.09,2,1,1,211,Lost Customers
81,1,162.64,2,1,1,211,Lost Customers
157,2,427.57,1,2,2,122,Lost Customers
227,1,521.97,1,1,2,112,Lost Customers
253,2,262.9,1,2,1,121,Lost Customers
150,1,179.17,1,1,1,111,Lost Customers
194,2,222.05,1,2,1,121,Lost Customers
1,5,1388.88,4,4,3,443,Loyal Customers
369,1,56.25,1,1,1,111,Lost Customers
24,1,351.11,3,1,2,312,Lost Customers
17,3,361.9,4,3,2,432,Loyal Customers
10,7,5126.76,4,4,4,444,Champions
8,1,164.68,4,1,1,411,Lost Customers
20,7,1567.69,3,4,3,343,Loyal Customers
4,3,966.6,4,3,3,433,Loyal Customers
174,1,191.94,1,1,1,111,Lost Customers
1,8,1232.18,4,4,3,443,Loyal Customers
178,2,264.62,1,2,1,121,Lost Customers
16,8,1528.09,4,4,3,443,Loyal Customers
248,1,123.1,1,1,1,111,Lost Customers
191,2,334.23,1,2,2,122,Lost Customers
20,2,639.89,3,2,2,322,Lost Customers
154,3,163.55,1,3,1,131,At Risk
173,1,336.03000000000003,1,1,2,112,Lost Customers
373,1,369.5,1,1,2,112,Lost Customers
373,1,127.08,1,1,1,111,Lost Customers
194,1,207.15,1,1,1,111,Lost Customers
67,1,426.63,2,1,2,212,Lost Customers
4,8,2495.87,4,4,4,444,Champions
21,3,1107.46,3,3,3,333,Loyal Customers
239,1,108.03999999999999,1,1,1,111,Lost Customers
64,1,145.35,2,1,1,211,Lost Customers
112,5,404.58,2,4,2,242,At Risk
90,14,6100.01,2,4,4,244,At Risk
311,1,35.8,1,1,1,111,Lost Customers
134,1,337.44,2,1,2,212,Lost Customers
277,1,325.1,1,1,2,112,Lost Customers
365,1,181.0,1,1,1,111,Lost Customers
83,1,1708.24,2,1,4,214,Lost Customers
8,2,955.24,4,2,3,423,Lost Customers
17,2,364.72,4,2,2,422,Lost Customers
32,4,1765.51,3,3,4,334,Loyal Customers
9,2,708.22,4,2,3,423,Lost Customers
34,4,806.57,3,3,3,333,Loyal Customers
15,8,1659.3799999999999,4,4,4,444,Champions
24,14,4416.26,3,4,4,344,Loyal Customers
32,1,428.89,3,1,2,312,Lost Customers
74,1,104.35,2,1,1,211,Lost Customers
20,2,470.76,3,2,2,322,Lost Customers
17,4,845.64,4,3,3,433,Loyal Customers
23,2,418.83,3,2,2,322,Lost Customers
3,3,666.1,4,3,2,432,Loyal Customers
304,1,314.1,1,1,2,112,Lost Customers
18,12,4194.9,4,4,4,444,Champions
367,1,307.82000000000005,1,1,2,112,Lost Customers
39,7,3442.15,3,4,4,344,Loyal Customers
84,1,371.01,2,1,2,212,Lost Customers
165,2,430.94,1,2,2,122,Lost Customers
17,2,1054.73,4,2,3,423,Lost Customers
77,1,1098.78,2,1,3,213,Lost Customers
89,3,2398.86,2,3,4,234,At Risk
25,8,3408.48,3,4,4,344,Loyal Customers
22,4,1475.02,3,3,3,333,Loyal Customers
3,10,2837.67,4,4,4,444,Champions
123,2,1142.42,2,2,3,223,Lost Customers
30,1,168.12,3,1,1,311,Lost Customers
12,7,1451.28,4,4,3,443,Loyal Customers
19,1,158.03,3,1,1,311,Lost Customers
44,2,792.11,3,2,3,323,Lost Customers
4,1,41.989999999999995,4,1,1,411,Lost Customers
9,7,2788.87,4,4,4,444,Champions
55,1,427.07,2,1,2,212,Lost Customers
88,6,1060.68,2,4,3,243,At Risk
37,5,3089.97,3,4,4,344,Loyal Customers
3,3,12393.7,4,3,4,434,Loyal Customers
30,5,2735.37,3,4,4,344,Loyal Customers
12,4,615.39,4,3,2,432,Loyal Customers
211,1,101.4,1,1,1,111,Lost Customers
48,4,1701.94,3,3,4,334,Loyal Customers
24,3,478.78,3,3,2,332,Loyal Customers
22,4,992.71,3,3,3,333,Loyal Customers
246,3,407.5,1,3,2,132,At Risk
8,16,3362.71,4,4,4,444,Champions
35,3,1415.29,3,3,3,333,Loyal Customers
4,47,37130.6,4,4,4,444,Champions
38,3,662.38,3,3,2,332,Loyal Customers
4,3,705.1,4,3,3,433,Loyal Customers
3,8,1508.76,4,4,3,443,Loyal Customers
47,1,211.88,3,1,1,311,Lost Customers
39,2,408.90000000000003,3,2,2,322,Lost Customers
47,9,3786.2400000000002,3,4,4,344,Loyal Customers
17,3,851.01,4,3,3,433,Loyal Customers
260,1,628.28,1,1,2,112,Lost Customers
46,3,719.81,3,3,3,333,Loyal Customers
12,1,245.96,4,1,1,411,Lost Customers
30,1,439.65999999999997,3,1,2,312,Lost Customers
43,1,236.09,3,1,1,311,Lost Customers
92,6,934.62,2,4,3,243,At Risk
39,62,72882.09,3,4,4,344,Loyal Customers
310,1,331.24,1,1,2,112,Lost Customers
92,2,548.94,2,2,2,222,Lost Customers
6,20,8816.4,4,4,4,444,Champions
196,3,437.7,1,3,2,132,At Risk
87,2,758.92,2,2,3,223,Lost Customers
270,3,855.02,1,3,3,133,At Risk
8,3,471.78000000000003,4,3,2,432,Loyal Customers
65,3,1313.55,2,3,3,233,At Risk
31,3,3166.4,3,3,4,334,Loyal Customers
22,5,1197.27,3,4,3,343,Loyal Customers
38,4,773.99,3,3,3,333,Loyal Customers
120,4,1340.7,2,3,3,233,At Risk
373,2,256.44,1,2,1,121,Lost Customers
40,3,1111.79,3,3,3,333,Loyal Customers
174,1,137.9,1,1,1,111,Lost Customers
54,1,362.06,2,1,2,212,Lost Customers
33,2,1511.95,3,2,3,323,Lost Customers
145,1,783.9,1,1,3,113,Lost Customers
221,1,134.8,1,1,1,111,Lost Customers
45,1,664.85,3,1,2,312,Lost Customers
16,7,2263.12,4,4,4,444,Champions
66,6,1459.8600000000001,2,4,3,243,At Risk
10,4,1153.62,4,3,3,433,Loyal Customers
260,1,335.32,1,1,2,112,Lost Customers
365,1,372.09,1,1,2,112,Lost Customers
17,5,1521.87,4,4,3,443,Loyal Customers
22,2,852.15,3,2,3,323,Lost Customers
45,1,326.24,3,1,2,312,Lost Customers
288,1,584.3199999999999,1,1,2,112,Lost Customers
297,1,122.39999999999999,1,1,1,111,Lost Customers
3,10,2234.73,4,4,4,444,Champions
284,1,79.2,1,1,1,111,Lost Customers
17,3,1352.0,4,3,3,433,Loyal Customers
82,2,217.16,2,2,1,221,Lost Customers
56,5,2806.9,2,4,4,244,At Risk
101,2,1317.62,2,2,3,223,Lost Customers
299,1,436.18,1,1,2,112,Lost Customers
23,5,981.51,3,4,3,343,Loyal Customers
59,5,1121.39,2,4,3,243,At Risk
155,2,315.06,1,2,2,122,Lost Customers
115,3,817.86,2,3,3,233,At Risk
107,1,17.0,2,1,1,211,Lost Customers
12,4,1078.23,4,3,3,433,Loyal Customers
264,1,320.62,1,1,2,112,Lost Customers
240,1,185.04999999999998,1,1,1,111,Lost Customers
88,7,2005.63,2,4,4,244,At Risk
50,3,731.9,3,3,3,333,Loyal Customers
71,1,1290.7,2,1,3,213,Lost Customers
42,3,1842.14,3,3,4,334,Loyal Customers
7,6,1429.64,4,4,3,443,Loyal Customers
62,1,302.36,2,1,1,211,Lost Customers
249,1,336.96,1,1,2,112,Lost Customers
66,1,108.38,2,1,1,211,Lost Customers
18,7,3204.1600000000003,4,4,4,444,Champions
85,1,842.5,2,1,3,213,Lost Customers
219,2,611.88,1,2,2,122,Lost Customers
45,3,1337.48,3,3,3,333,Loyal Customers
143,4,195.73999999999998,2,3,1,231,At Risk
183,1,161.38,1,1,1,111,Lost Customers
171,1,135.75000000000003,1,1,1,111,Lost Customers
10,8,1667.97,4,4,4,444,Champions
212,1,612.78,1,1,2,112,Lost Customers
190,1,232.21,1,1,1,111,Lost Customers
8,2,423.36,4,2,2,422,Lost Customers
59,4,1309.14,2,3,3,233,At Risk
57,2,867.11,2,2,3,223,Lost Customers
73,4,684.4200000000001,2,3,3,233,At Risk
52,1,307.78,2,1,2,212,Lost Customers
317,1,249.0,1,1,1,111,Lost Customers
367,1,289.35,1,1,1,111,Lost Customers
29,4,6287.77,3,3,4,334,Loyal Customers
39,1,656.25,3,1,2,312,Lost Customers
18,5,1880.22,4,4,4,444,Champions
52,6,3506.54,2,4,4,244,At Risk
4,33,14589.04,4,4,4,444,Champions
22,2,618.09,3,2,2,322,Lost Customers
263,1,517.55,1,1,2,112,Lost Customers
60,3,709.38,2,3,3,233,At Risk
19,3,635.41,3,3,2,332,Loyal Customers
66,2,725.18,2,2,3,223,Lost Customers
88,1,620.4,2,1,2,212,Lost Customers
250,1,535.34,1,1,2,112,Lost Customers
3,6,2424.94,4,4,4,444,Champions
247,1,175.2,1,1,1,111,Lost Customers
9,11,3799.4900000000002,4,4,4,444,Champions
157,3,734.13,1,3,3,133,At Risk
134,1,375.0,2,1,2,212,Lost Customers
296,1,76.32000000000001,1,1,1,111,Lost Customers
5,2,280.52,4,2,1,421,Lost Customers
43,5,2053.02,3,4,4,344,Loyal Customers
269,1,1829.04,1,1,4,114,Lost Customers
50,5,1824.23,3,4,4,344,Loyal Customers
9,9,3122.04,4,4,4,444,Champions
16,3,656.69,4,3,2,432,Loyal Customers
282,1,348.2,1,1,2,112,Lost Customers
65,2,1025.44,2,2,3,223,Lost Customers
2,19,5575.56,4,4,4,444,Champions
252,1,37.4,1,1,1,111,Lost Customers
232,2,856.6,1,2,3,123,Lost Customers
17,3,822.48,4,3,3,433,Loyal Customers
11,27,3787.6,4,4,4,444,Champions
8,4,1822.97,4,3,4,434,Loyal Customers
51,6,1885.05,3,4,4,344,Loyal Customers
59,1,73.2,2,1,1,211,Lost Customers
95,5,1140.21,2,4,3,243,At Risk
16,6,1418.32,4,4,3,443,Loyal Customers
126,3,1009.5500000000001,2,3,3,233,At Risk
94,4,1037.59,2,3,3,233,At Risk
50,1,331.95,3,1,2,312,Lost Customers
138,1,197.9,2,1,1,211,Lost Customers
61,1,215.83,2,1,1,211,Lost Customers
100,8,10254.18,2,4,4,244,At Risk
73,1,305.54,2,1,1,211,Lost Customers
72,4,6617.65,2,3,4,234,At Risk
67,1,338.71000000000004,2,1,2,212,Lost Customers
64,6,1158.79,2,4,3,243,At Risk
17,2,529.41,4,2,2,422,Lost Customers
23,12,4006.94,3,4,4,344,Loyal Customers
32,15,6911.4400000000005,3,4,4,344,Loyal Customers
45,4,981.86,3,3,3,333,Loyal Customers
16,2,215.48,4,2,1,421,Lost Customers
40,1,215.08,3,1,1,311,Lost Customers
3,13,5180.52,4,4,4,444,Champions
237,1,314.45,1,1,2,112,Lost Customers
75,1,400.68100000000004,2,1,2,212,Lost Customers
4,2,1080.6200000000001,4,2,3,423,Lost Customers
3,4,1863.47,4,3,4,434,Loyal Customers
361,1,365.27,1,1,2,112,Lost Customers
59,4,592.9,2,3,2,232,At Risk
23,1,405.71,3,1,2,312,Lost Customers
31,4,754.78,3,3,3,333,Loyal Customers
55,4,537.0600000000001,2,3,2,232,At Risk
25,1,394.38,3,1,2,312,Lost Customers
45,2,664.26,3,2,2,322,Lost Customers
89,5,2262.62,2,4,4,244,At Risk
2,17,21076.3,4,4,4,444,Champions
89,1,547.02,2,1,2,212,Lost Customers
19,2,690.34,3,2,3,323,Lost Customers
79,1,159.0,2,1,1,211,Lost Customers
171,3,1062.75,1,3,3,133,At Risk
81,1,242.35,2,1,1,211,Lost Customers
267,1,914.9300000000001,1,1,3,113,Lost Customers
235,2,304.25,1,2,1,121,Lost Customers
30,7,3084.68,3,4,4,344,Loyal Customers
37,3,864.86,3,3,3,333,Loyal Customers
318,1,846.72,1,1,3,113,Lost Customers
57,4,1295.3,2,3,3,233,At Risk
45,5,1096.32,3,4,3,343,Loyal Customers
203,3,255.12,1,3,1,131,At Risk
225,1,314.22,1,1,2,112,Lost Customers
87,2,1010.6,2,2,3,223,Lost Customers
190,2,542.03,1,2,2,122,Lost Customers
44,4,990.88,3,3,3,333,Loyal Customers
71,3,536.6800000000001,2,3,2,232,At Risk
41,4,857.31,3,3,3,333,Loyal Customers
78,1,432.2,2,1,2,212,Lost Customers
57,2,414.2,2,2,2,222,Lost Customers
24,2,3718.8,3,2,4,324,Lost Customers
10,13,2607.87,4,4,4,444,Champions
8,7,3603.21,4,4,4,444,Champions
34,2,409.1,3,2,2,322,Lost Customers
212,2,1522.75,1,2,3,123,Lost Customers
24,3,1413.66,3,3,3,333,Loyal Customers
170,1,114.56,1,1,1,111,Lost Customers
62,1,152.94,2,1,1,211,Lost Customers
53,5,1800.07,2,4,4,244,At Risk
261,2,389.44,1,2,2,122,Lost Customers
67,2,3683.86,2,2,4,224,Lost Customers
17,8,2619.91,4,4,4,444,Champions
267,1,752.4300000000001,1,1,3,113,Lost Customers
177,1,21.95,1,1,1,111,Lost Customers
45,5,5203.51,3,4,4,344,Loyal Customers
51,1,1035.45,3,1,3,313,Lost Customers
17,4,746.83,4,3,3,433,Loyal Customers
9,9,5347.0,4,4,4,444,Champions
74,7,861.89,2,4,3,243,At Risk
71,2,617.65,2,2,2,222,Lost Customers
353,1,1141.24,1,1,3,113,Lost Customers
16,4,1414.24,4,3,3,433,Loyal Customers
117,1,411.7,2,1,2,212,Lost Customers
373,1,337.75,1,1,2,112,Lost Customers
197,1,559.87,1,1,2,112,Lost Customers
177,1,810.6000000000001,1,1,3,113,Lost Customers
100,1,566.38,2,1,2,212,Lost Customers
21,3,1509.58,3,3,3,333,Loyal Customers
72,1,2062.06,2,1,4,214,Lost Customers
340,1,168.3,1,1,1,111,Lost Customers
6,5,1569.11,4,4,3,443,Loyal Customers
31,2,823.97,3,2,3,323,Lost Customers
170,1,142.5,1,1,1,111,Lost Customers
122,1,302.25,2,1,1,211,Lost Customers
22,10,2248.9900000000002,3,4,4,344,Loyal Customers
10,4,1328.55,4,3,3,433,Loyal Customers
269,1,301.9,1,1,1,111,Lost Customers
23,3,598.2,3,3,2,332,Loyal Customers
127,1,233.22,2,1,1,211,Lost Customers
26,3,5360.63,3,3,4,334,Loyal Customers
139,1,361.21999999999997,2,1,2,212,Lost Customers
214,6,632.27,1,4,2,142,At Risk
38,4,2560.0,3,3,4,334,Loyal Customers
106,2,706.57,2,2,3,223,Lost Customers
18,2,616.26,4,2,2,422,Lost Customers
3,2,274.15000000000003,4,2,1,421,Lost Customers
331,1,226.37,1,1,1,111,Lost Customers
64,8,2938.91,2,4,4,244,At Risk
120,3,1341.65,2,3,3,233,At Risk
35,1,328.15,3,1,2,312,Lost Customers
218,1,404.40000000000003,1,1,2,112,Lost Customers
172,2,1038.46,1,2,3,123,Lost Customers
72,5,373.65000000000003,2,4,2,242,At Risk
1,2,326.75,4,2,2,422,Lost Customers
196,1,207.50000000000003,1,1,1,111,Lost Customers
128,3,428.68,2,3,2,232,At Risk
47,3,594.24,3,3,2,332,Loyal Customers
6,14,3110.96,4,4,4,444,Champions
14,6,3813.62,4,4,4,444,Champions
18,3,251.91,4,3,1,431,Loyal Customers
28,7,1593.2,3,4,3,343,Loyal Customers
8,22,26626.8,4,4,4,444,Champions
37,1,151.05,3,1,1,311,Lost Customers
157,1,214.79999999999998,1,1,1,111,Lost Customers
284,1,109.95,1,1,1,111,Lost Customers
107,1,549.07,2,1,2,212,Lost Customers
25,4,1971.87,3,3,4,334,Loyal Customers
75,4,322.41,2,3,2,232,At Risk
16,2,370.47999999999996,4,2,2,422,Lost Customers
158,1,101.10000000000001,1,1,1,111,Lost Customers
44,1,575.41,3,1,2,312,Lost Customers
11,2,887.65,4,2,3,423,Lost Customers
32,7,1467.11,3,4,3,343,Loyal Customers
291,1,53.5,1,1,1,111,Lost Customers
21,4,1116.47,3,3,3,333,Loyal Customers
333,1,153.9,1,1,1,111,Lost Customers
18,2,494.44,4,2,2,422,Lost Customers
4,23,6675.71,4,4,4,444,Champions
63,2,395.8,2,2,2,222,Lost Customers
198,3,211.77,1,3,1,131,At Risk
33,3,658.88,3,3,2,332,Loyal Customers
1,4,2027.5,4,3,4,434,Loyal Customers
7,9,1750.92,4,4,4,444,Champions
5,6,3512.53,4,4,4,444,Champions
10,4,896.66,4,3,3,433,Loyal Customers
32,5,734.77,3,4,3,343,Loyal Customers
53,1,109.36000000000001,2,1,1,211,Lost Customers
12,2,707.04,4,2,3,423,Lost Customers
18,9,1540.42,4,4,3,443,Loyal Customers
19,1,327.3,3,1,2,312,Lost Customers
37,2,804.49,3,2,3,323,Lost Customers
2,2,497.43,4,2,2,422,Lost Customers
18,3,1551.58,4,3,3,433,Loyal Customers
82,4,1320.56,2,3,3,233,At Risk
33,2,367.93,3,2,2,322,Lost Customers
66,2,465.08,2,2,2,222,Lost Customers
9,2,987.01,4,2,3,423,Lost Customers
267,1,676.2,1,1,3,113,Lost Customers
247,3,362.95,1,3,2,132,At Risk
4,4,2157.4,4,3,4,434,Loyal Customers
61,1,1780.59,2,1,4,214,Lost Customers
75,2,668.36,2,2,3,223,Lost Customers
90,2,584.5,2,2,2,222,Lost Customers
60,3,555.89,2,3,2,232,At Risk
29,2,317.2,3,2,2,322,Lost Customers
323,1,94.36,1,1,1,111,Lost Customers
53,4,1382.07,2,3,3,233,At Risk
270,1,221.19,1,1,1,111,Lost Customers
2,13,3046.21,4,4,4,444,Champions
57,5,1555.34,2,4,3,243,At Risk
61,5,1486.9,2,4,3,243,At Risk
154,2,1705.8,1,2,4,124,Lost Customers
19,2,406.77,3,2,2,322,Lost Customers
